Protein,Regressor,Case,Normalization,Train/Test,MAPE,NRMSE,Pearson,R2,RMSE,Spearman,Pearson Improvement,Spearman Improvement
BRCA2,Mean,NRandomGenes_Mutations,UN,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,NRandomGenes_Mutations,ZScore,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,NRandomGenes_Mutations,ZScore,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,ThousandMostVariableGenes_Mutations,MinMax,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,ThousandMostVariableGenes_Mutations,MinMax,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,ThousandMostVariableGenes_Mutations,TMM,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,ThousandMostVariableGenes_Mutations,TMM,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,ThousandMostVariableGenes_Mutations,UN,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,ThousandMostVariableGenes_Mutations,UN,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,ThousandMostVariableGenes_Mutations,ZScore,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,ThousandMostVariableGenes_Mutations,ZScore,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,Top100InteractionPartners_Mutations,MinMax,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,Top100InteractionPartners_Mutations,MinMax,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,Top100InteractionPartners_Mutations,TMM,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,Top100InteractionPartners_Mutations,TMM,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,Top100InteractionPartners_Mutations,UN,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,Top100InteractionPartners_Mutations,UN,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,Top100InteractionPartners_Mutations,ZScore,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,Top100InteractionPartners_Mutations,ZScore,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,selfmRNA,MinMax,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,selfmRNA,MinMax,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,selfmRNA,TMM,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,selfmRNA,TMM,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,selfmRNA,UN,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,selfmRNA,UN,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,selfmRNA,ZScore,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,selfmRNA,ZScore,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,selfmRNA_CNA_Mutations,MinMax,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,selfmRNA_CNA_Mutations,MinMax,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,selfmRNA_CNA_Mutations,TMM,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,selfmRNA_CNA_Mutations,TMM,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,selfmRNA_CNA_Mutations,UN,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,selfmRNA_CNA_Mutations,UN,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,selfmRNA_CNA_Mutations,ZScore,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,selfmRNA_CNA_Mutations,ZScore,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,selfmRNA_Mutations,MinMax,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,selfmRNA_Mutations,MinMax,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,selfmRNA_Mutations,TMM,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,selfmRNA_Mutations,TMM,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,selfmRNA_Mutations,UN,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,selfmRNA_Mutations,UN,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,selfmRNA_Mutations,ZScore,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,selfmRNA_Mutations,ZScore,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,selfmRNA_Polynomial,MinMax,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,selfmRNA_Polynomial,MinMax,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,selfmRNA_Polynomial,TMM,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,selfmRNA_Polynomial,TMM,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,selfmRNA_Polynomial,UN,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,selfmRNA_Polynomial,UN,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,Mean,selfmRNA_Polynomial,ZScore,Train,115.848067,0.126892719,,0,0.195050248,,,
BRCA2,Mean,selfmRNA_Polynomial,ZScore,Test,114.8021829,0.1788146,,-0.023801186,0.195262474,,,
BRCA2,RandomForests,AllInteractionPartners_Mutations,MinMax,Train,162.2012917,0.113377825,0.588679173,0.201491488,0.174298418,0.515821188,0.561528109,0.49188214
BRCA2,RandomForests,AllInteractionPartners_Mutations,MinMax,Test,157.7549013,0.173326076,0.250467669,0.037292021,0.189567371,0.263224111,0.332600028,0.330894951
BRCA2,RandomForests,AllInteractionPartners_Mutations,TMM,Train,153.3393723,0.121124773,0.340495806,0.088900562,0.186178277,0.310159831,0.33713171,0.303657599
BRCA2,RandomForests,AllInteractionPartners_Mutations,TMM,Test,159.8645757,0.175043314,0.207048997,0.019173968,0.191112776,0.196166859,,
BRCA2,RandomForests,AllInteractionPartners_Mutations,UN,Train,162.146493,0.113378713,0.588661957,0.201478343,0.174299798,0.515740006,0.561510892,0.491800958
BRCA2,RandomForests,AllInteractionPartners_Mutations,UN,Test,157.6912998,0.173336589,0.250138617,0.037189902,0.189578198,0.263160769,0.332270976,0.330831609
BRCA2,RandomForests,AllInteractionPartners_Mutations,ZScore,Train,162.146493,0.113378713,0.588661957,0.201478343,0.174299798,0.515740006,0.561510892,0.491800958
BRCA2,RandomForests,AllmRNA_Mutations,ZScore,Test,179.2119703,0.171066519,0.315849298,0.062672335,0.186812602,0.327125056,0.397981657,0.394795896
BRCA2,RandomForests,AllmRNA_Mutations,MinMax,Train,165.327265,0.108242938,0.664888561,0.272184476,0.166400902,0.582723029,0.637737496,0.558783981
BRCA2,RandomForests,AllmRNA_Mutations,MinMax,Test,178.8215734,0.170934172,0.318629554,0.06403838,0.186686203,0.331844213,0.400761913,0.399515052
BRCA2,RandomForests,AllmRNA_Mutations,TMM,Train,131.3231485,0.115619261,0.604603116,0.169713932,0.177731316,0.524320988,0.601239021,0.517818755
BRCA2,RandomForests,AllmRNA_Mutations,TMM,Test,129.8290525,0.17584355,0.210952573,0.010871595,0.191863141,0.220439131,,
BRCA2,RandomForests,AllmRNA_Mutations,UN,Train,165.327265,0.108242938,0.664888561,0.272184476,0.166400902,0.582723029,0.637737496,0.558783981
BRCA2,RandomForests,AllmRNA_Mutations,UN,Test,178.8215734,0.170934172,0.318629554,0.06403838,0.186686203,0.331844213,0.400761913,0.399515052
BRCA2,RandomForests,AllmRNA_Mutations,ZScore,Train,164.9305689,0.108254344,0.664681377,0.272032946,0.166418478,0.581726061,0.637530312,0.557787013
BRCA2,RandomForests,AllInteractionPartners_Mutations,ZScore,Test,157.6912998,0.173336589,0.250138617,0.037189902,0.189578198,0.263160769,0.332270976,0.330831609
BRCA2,RandomForests,NMostVariableGenes_Mutations,MinMax,Train,174.1166576,0.111972609,0.539689405,0.221181895,0.172139661,0.496405581,0.51253834,0.472466533
BRCA2,RandomForests,NMostVariableGenes_Mutations,MinMax,Test,178.1861814,0.170358157,0.317123144,0.071114343,0.185978243,0.315766373,0.399255503,0.383437212
BRCA2,RandomForests,NMostVariableGenes_Mutations,TMM,Train,142.9465749,0.118182025,0.469273242,0.13251489,0.181669181,0.456298014,0.465909146,0.449795781
BRCA2,RandomForests,NMostVariableGenes_Mutations,TMM,Test,161.3681814,0.174462088,0.228162466,0.02601953,0.19035421,0.224522585,,
BRCA2,RandomForests,NMostVariableGenes_Mutations,UN,Train,156.4048318,0.114389293,0.547450426,0.187184021,0.175849941,0.468524346,0.520299361,0.444585298
BRCA2,RandomForests,NMostVariableGenes_Mutations,UN,Test,159.1712041,0.174889598,0.202202645,0.020105812,0.191030101,0.211984823,0.284335004,0.279655663
BRCA2,RandomForests,NMostVariableGenes_Mutations,ZScore,Train,119.666883,0.118337661,0.486210982,0.13027904,0.181910339,0.440048684,0.459059917,0.416109635
BRCA2,RandomForests,NRandomGenes_Mutations,ZScore,Test,172.0733876,0.175721651,0.187759849,0.011694809,0.191836106,0.215793508,0.269892208,0.283464348
BRCA2,RandomForests,NRandomGenes_Mutations,MinMax,Train,155.8135448,0.114057157,0.580034367,0.191882625,0.175342422,0.517814651,0.552883302,0.493875603
BRCA2,RandomForests,NRandomGenes_Mutations,MinMax,Test,148.7501184,0.174224885,0.219460556,0.028098607,0.190309415,0.246865008,0.301592916,0.314535847
BRCA2,RandomForests,NRandomGenes_Mutations,TMM,Train,120.0645989,0.121290861,0.424984536,0.086376563,0.186431196,0.380622851,0.42162044,0.374120618
BRCA2,RandomForests,NRandomGenes_Mutations,TMM,Test,122.0391644,0.178373591,0.065978678,-0.019915125,0.194914788,0.122688958,,
BRCA2,RandomForests,NRandomGenes_Mutations,UN,Train,139.0629164,0.114438301,0.610440112,0.186518536,0.175924614,0.532206372,0.583289047,0.508267324
BRCA2,RandomForests,NRandomGenes_Mutations,UN,Test,136.8854232,0.175241504,0.203354288,0.016391161,0.191321981,0.219839016,0.285486647,0.287509856
BRCA2,RandomForests,NRandomGenes_Mutations,ZScore,Train,154.8669893,0.114115576,0.604506551,0.191226774,0.175420855,0.527554369,0.577355486,0.503615321
BRCA2,RandomForests,Top100InteractionPartners_Mutations,ZScore,Test,163.4189917,0.176143084,0.167686721,0.004424084,0.192654115,0.177535344,0.24981908,0.245206184
BRCA2,RandomForests,ThousandMostVariableGenes_Mutations,MinMax,Train,164.4670037,0.11095927,0.577155009,0.235210107,0.170580179,0.519682619,0.550003944,0.495743571
BRCA2,RandomForests,ThousandMostVariableGenes_Mutations,MinMax,Test,179.08732,0.169729498,0.326469488,0.076010328,0.185532318,0.330108666,0.408601847,0.397779506
BRCA2,RandomForests,ThousandMostVariableGenes_Mutations,TMM,Train,143.8400795,0.116202534,0.5457493,0.161356741,0.178621748,0.532088836,0.542385204,0.525586603
BRCA2,RandomForests,ThousandMostVariableGenes_Mutations,TMM,Test,138.863977,0.173638476,0.259460428,0.034799106,0.189510758,0.244864965,,
BRCA2,RandomForests,ThousandMostVariableGenes_Mutations,UN,Train,151.9110741,0.113054677,0.602537835,0.206026769,0.173792567,0.526847159,0.57538677,0.502908111
BRCA2,RandomForests,ThousandMostVariableGenes_Mutations,UN,Test,157.8897301,0.174338848,0.22933102,0.027386541,0.190332129,0.249139621,0.31146338,0.316810461
BRCA2,RandomForests,ThousandMostVariableGenes_Mutations,ZScore,Train,120.7010432,0.116660786,0.598934158,0.154752437,0.179328831,0.552771514,0.571783094,0.528832466
BRCA2,RandomForests,ThousandMostVariableGenes_Mutations,ZScore,Test,136.3864634,0.17751092,0.132935803,-0.008261399,0.19374588,0.138540116,0.215068162,0.206210955
BRCA2,RandomForests,Top100InteractionPartners_Mutations,MinMax,Train,166.9270439,0.115508278,0.533162204,0.171209669,0.177575399,0.449969195,0.506011139,0.426030147
BRCA2,RandomForests,Top100InteractionPartners_Mutations,MinMax,Test,163.4189917,0.176143084,0.167686721,0.004424084,0.192654115,0.177535344,0.24981908,0.245206184
BRCA2,RandomForests,Top100InteractionPartners_Mutations,TMM,Train,131.9371922,0.124685305,0.232753001,0.034479328,0.191653847,0.207897772,0.229388905,0.201395539
BRCA2,RandomForests,Top100InteractionPartners_Mutations,TMM,Test,118.1995967,0.178528218,0.080607646,-0.019384142,0.194805868,0.101869928,,
BRCA2,RandomForests,Top100InteractionPartners_Mutations,UN,Train,166.9270439,0.115508278,0.533162204,0.171209669,0.177575399,0.449969195,0.506011139,0.426030147
BRCA2,RandomForests,Top100InteractionPartners_Mutations,UN,Test,163.4189917,0.176143084,0.167686721,0.004424084,0.192654115,0.177535344,0.24981908,0.245206184
BRCA2,RandomForests,Top100InteractionPartners_Mutations,ZScore,Train,166.9270439,0.115508278,0.533162204,0.171209669,0.177575399,0.449969195,0.506011139,0.426030147
BRCA2,RandomForests,selfmRNA_CNA_Mutations,ZScore,Test,115.9734648,0.178918192,0.051730736,-0.024662567,0.19528125,-0.013106015,0.133863096,0.054564824
BRCA2,RandomForests,selfmRNA,MinMax,Train,124.4032604,0.124035736,0.299125789,0.044520323,0.190658229,0.241870606,0.271974725,0.217931558
BRCA2,RandomForests,selfmRNA,MinMax,Test,127.127246,0.179842962,-0.013909168,-0.034224807,0.196201836,-0.020160164,0.068223191,0.047510675
BRCA2,RandomForests,selfmRNA,TMM,Train,115.4632003,0.126894893,0.001301037,-3.43E-05,0.195053561,-0.000188785,-0.002063059,-0.006691018
BRCA2,RandomForests,selfmRNA,TMM,Test,113.4737805,0.178905812,,-0.024706783,0.195334576,,,
BRCA2,RandomForests,selfmRNA,UN,Train,124.4032604,0.124035736,0.299125789,0.044520323,0.190658229,0.241870606,0.271974725,0.217931558
BRCA2,RandomForests,selfmRNA,UN,Test,127.127246,0.179842962,-0.013909168,-0.034224807,0.196201836,-0.020160164,0.068223191,0.047510675
BRCA2,RandomForests,selfmRNA,ZScore,Train,124.4032604,0.124035736,0.299125789,0.044520323,0.190658229,0.241870606,0.271974725,0.217931558
BRCA2,RandomForests,NMostVariableGenes_Mutations,ZScore,Test,122.6113935,0.17851655,0.042834816,-0.021644538,0.195129294,0.082471788,0.124967175,0.150142628
BRCA2,RandomForests,selfmRNA_CNA_Mutations,MinMax,Train,121.5776844,0.123170098,0.331156641,0.057785606,0.189332049,0.260370639,0.304005576,0.236431591
BRCA2,RandomForests,selfmRNA_CNA_Mutations,MinMax,Test,115.966057,0.178918809,0.051656939,-0.024673273,0.195282161,-0.013439017,0.133789298,0.054231822
BRCA2,RandomForests,selfmRNA_CNA_Mutations,TMM,Train,115.6218677,0.126653974,0.060454701,0.003744445,0.194684095,0.060874802,0.057090605,0.054372569
BRCA2,RandomForests,selfmRNA_CNA_Mutations,TMM,Test,114.5292553,0.178953094,0.039865001,-0.024774764,0.195296964,0.027492764,,
BRCA2,RandomForests,selfmRNA_CNA_Mutations,UN,Train,121.5763823,0.12316943,0.331229519,0.057795981,0.189331021,0.260819368,0.304078454,0.236880319
BRCA2,RandomForests,selfmRNA_CNA_Mutations,UN,Test,115.9584871,0.178913577,0.051970814,-0.024604053,0.195275448,-0.012803664,0.134103173,0.054867176
BRCA2,RandomForests,selfmRNA_CNA_Mutations,ZScore,Train,121.578039,0.123170837,0.331170241,0.057774591,0.189333194,0.260654911,0.304019176,0.236715863
BRCA2,RandomForests,selfmRNA_Polynomial,ZScore,Test,127.1260682,0.179824067,-0.01263625,-0.034037078,0.196182387,-0.020160164,0.06949611,0.047510675
BRCA2,RandomForests,selfmRNA_Mutations,MinMax,Train,124.5526501,0.124041247,0.299294149,0.044434763,0.190666707,0.242463854,0.272143085,0.218524805
BRCA2,RandomForests,selfmRNA_Mutations,MinMax,Test,127.0756173,0.17984351,-0.014972824,-0.034276533,0.196207115,-0.022410666,0.067159535,0.045260174
BRCA2,RandomForests,selfmRNA_Mutations,TMM,Train,115.9804473,0.12687504,0.014360401,0.000279927,0.195023482,0.011532444,0.010996305,0.005030211
BRCA2,RandomForests,selfmRNA_Mutations,TMM,Test,114.7232248,0.179053422,-0.056191295,-0.026535549,0.195520581,-0.072184964,,
BRCA2,RandomForests,selfmRNA_Mutations,UN,Train,124.5526501,0.124041247,0.299294149,0.044434763,0.190666707,0.242463854,0.272143085,0.218524805
BRCA2,RandomForests,selfmRNA_Mutations,UN,Test,127.0756173,0.17984351,-0.014972824,-0.034276533,0.196207115,-0.022410666,0.067159535,0.045260174
BRCA2,RandomForests,selfmRNA_Mutations,ZScore,Train,124.5526501,0.124041247,0.299294149,0.044434763,0.190666707,0.242463854,0.272143085,0.218524805
BRCA2,RandomForests,selfmRNA,ZScore,Test,127.127246,0.179842962,-0.013909168,-0.034224807,0.196201836,-0.020160164,0.068223191,0.047510675
BRCA2,RandomForests,selfmRNA_Polynomial,MinMax,Train,124.4031712,0.12403514,0.299161168,0.044529504,0.190657304,0.2422,0.272010103,0.218260952
BRCA2,RandomForests,selfmRNA_Polynomial,MinMax,Test,127.1327477,0.179846548,-0.01414855,-0.034259705,0.196204578,-0.020160164,0.067983809,0.047510675
BRCA2,RandomForests,selfmRNA_Polynomial,TMM,Train,115.4632003,0.126894893,0.001301037,-3.43E-05,0.195053561,-0.000188785,-0.002063059,-0.006691018
BRCA2,RandomForests,selfmRNA_Polynomial,TMM,Test,113.4737805,0.178905812,,-0.024706783,0.195334576,,,
BRCA2,RandomForests,selfmRNA_Polynomial,UN,Train,124.4035311,0.124035832,0.299103576,0.044518545,0.190658379,0.24201564,0.271952511,0.218076592
BRCA2,RandomForests,selfmRNA_Polynomial,UN,Test,127.127246,0.179842962,-0.013909168,-0.034224807,0.196201836,-0.020160164,0.068223191,0.047510675
BRCA2,RandomForests,selfmRNA_Polynomial,ZScore,Train,124.4038726,0.124035846,0.299091036,0.044518733,0.190658401,0.241846169,0.271939972,0.217907121
BRCA2,RandomForests,selfmRNA_Mutations,ZScore,Test,127.0756173,0.17984351,-0.014972824,-0.034276533,0.196207115,-0.022410666,0.067159535,0.045260174
BRCA2,Zero,AllInteractionPartners_Mutations,MinMax,Train,100,0.127038342,,-0.00230235,0.195273531,,,
BRCA2,Zero,AllInteractionPartners_Mutations,MinMax,Test,100,0.178355013,,-0.018122923,0.194744481,,,
BRCA2,Zero,AllInteractionPartners_Mutations,TMM,Train,100,0.127038342,,-0.00230235,0.195273531,,,
BRCA2,Zero,AllInteractionPartners_Mutations,TMM,Test,100,0.178355013,,-0.018122923,0.194744481,,,
BRCA2,Zero,AllInteractionPartners_Mutations,UN,Train,100,0.127038342,,-0.00230235,0.195273531,,,
BRCA2,Zero,AllInteractionPartners_Mutations,UN,Test,100,0.178355013,,-0.018122923,0.194744481,,,
BRCA2,Zero,AllInteractionPartners_Mutations,ZScore,Train,100,0.127038342,,-0.00230235,0.195273531,,,
BRCA2,Zero,AllInteractionPartners_Mutations,ZScore,Test,100,0.178355013,,-0.018122923,0.194744481,,,
BRCA2,Zero,AllmRNA_Mutations,MinMax,Train,100,0.127038342,,-0.00230235,0.195273531,,,
BRCA2,Zero,AllmRNA_Mutations,MinMax,Test,100,0.178355013,,-0.018122923,0.194744481,,,
BRCA2,Zero,AllmRNA_Mutations,TMM,Train,100,0.127038342,,-0.00230235,0.195273531,,,
BRCA2,Zero,AllmRNA_Mutations,TMM,Test,100,0.178355013,,-0.018122923,0.194744481,,,
BRCA2,Zero,AllmRNA_Mutations,UN,Train,100,0.127038342,,-0.00230235,0.195273531,,,
BRCA2,Zero,AllmRNA_Mutations,UN,Test,100,0.178355013,,-0.018122923,0.194744481,,,
BRCA2,Zero,AllmRNA_Mutations,ZScore,Train,100,0.127038342,,-0.00230235,0.195273531,,,
BRCA2,Zero,AllmRNA_Mutations,ZScore,Test,100,0.178355013,,-0.018122923,0.194744481,,,
BRCA2,Zero,NMostVariableGenes_Mutations,MinMax,Train,100,0.127038342,,-0.00230235,0.195273531,,,
BRCA2,Zero,NMostVariableGenes_Mutations,MinMax,Test,100,0.178355013,,-0.018122923,0.194744481,,,
BRCA2,Zero,NMostVariableGenes_Mutations,TMM,Train,100,0.127038342,,-0.00230235,0.195273531,,,
BRCA2,Zero,NMostVariableGenes_Mutations,TMM,Test,100,0.178355013,,-0.018122923,0.194744481,,,
BRCA2,Zero,NMostVariableGenes_Mutations,UN,Train,100,0.127038342,,-0.00230235,0.195273531,,,
BRCA2,Zero,NMostVariableGenes_Mutations,UN,Test,100,0.178355013,,-0.018122923,0.194744481,,,
BRCA2,Zero,NMostVariableGenes_Mutations,ZScore,Train,100,0.127038342,,-0.00230235,0.195273531,,,
BRCA2,Zero,NMostVariableGenes_Mutations,ZScore,Test,100,0.178355013,,-0.018122923,0.194744481,,,
BRCA2,Zero,NRandomGenes_Mutations,MinMax,Train,100,0.127038342,,-0.00230235,0.195273531,,,
BRCA2,Zero,NRandomGenes_Mutations,MinMax,Test,100,0.178355013,,-0.018122923,0.194744481,,,
BRCA2,Zero,NRandomGenes_Mutations,TMM,Train,100,0.127038342,,-0.00230235,0.195273531,,,
BRCA2,Zero,NRandomGenes_Mutations,TMM,Test,100,0.178355013,,-0.018122923,0.194744481,,,
BRCA2,Zero,NRandomGenes_Mutations,UN,Train,100,0.127038342,,-0.00230235,0.195273531,,,
BRCA2,Zero,NRandomGenes_Mutations,UN,Test,100,0.178355013,,-0.018122923,0.194744481,,,
BRCA2,Zero,NRandomGenes_Mutations,ZScore,Train,100,0.127038342,,-0.00230235,0.195273531,,,
BRCA2,Zero,NRandomGenes_Mutations,ZScore,Test,100,0.178355013,,-0.018122923,0.194744481,,,
BRCA2,Zero,ThousandMostVariableGenes_Mutations,MinMax,Train,100,0.127038342,,-0.00230235,0.195273531,,,
BRCA2,Zero,ThousandMostVariableGenes_Mutations,MinMax,Test,100,0.178355013,,-0.018122923,0.194744481,,,
BRCA2,Zero,ThousandMostVariableGenes_Mutations,TMM,Train,100,0.127038342,,-0.00230235,0.195273531,,,
BRCA2,Zero,ThousandMostVariableGenes_Mutations,TMM,Test,100,0.178355013,,-0.018122923,0.194744481,,,
BRCA2,Zero,ThousandMostVariableGenes_Mutations,UN,Train,100,0.127038342,,-0.00230235,0.195273531,,,
BRCA2,Zero,ThousandMostVariableGenes_Mutations,UN,Test,100,0.178355013,,-0.018122923,0.194744481,,,
BRCA2,Zero,ThousandMostVariableGenes_Mutations,ZScore,Train,100,0.127038342,,-0.00230235,0.195273531,,,
